ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Total_Visits
0,30,Self Enquiry,1,15,Salaried,Female,6,Deluxe,5,Married,5,0,1,0,Manager,28393,4
0,34,Self Enquiry,1,32,Salaried,Male,5,Deluxe,4,Unmarried,3,0,1,0,Manager,22998,5
0,46,Self Enquiry,1,35,Large Business,Male,4,Basic,3,Married,6,0,3,1,Executive,20810,7
0,43,Company Invited,1,9,Salaried,Male,4,Standard,3,Married,4,1,3,1,Senior Manager,28802,4
0,41,Self Enquiry,3,16,Small Business,Male,4,Deluxe,5,Married,2,0,3,1,Manager,24151,5
0,34,Self Enquiry,1,35,Salaried,Male,4,Deluxe,3,Married,3,1,1,1,Manager,23885,5
0,41,Self Enquiry,2,13,Small Business,Male,4,Super Deluxe,3,Unmarried,3,1,3,1,AVP,35115,4
0,25,Self Enquiry,1,28,Large Business,Male,5,Basic,5,Married,2,0,3,0,Executive,20974,4
0,41,Company Invited,1,15,Salaried,Male,4,Deluxe,3,Married,5,1,3,1,Manager,22747,6
0,46,Self Enquiry,1,7,Large Business,Male,4,Standard,4,Married,3,0,3,1,Senior Manager,26119,6
0,36,Self Enquiry,3,35,Salaried,Female,5,Basic,3,Married,2,0,4,1,Executive,21108,7
0,33,Self Enquiry,1,12,Salaried,Female,5,Deluxe,4,Married,5,0,3,1,Manager,24556,5
0,37,Self Enquiry,3,9,Salaried,Male,4,Basic,3,Unmarried,5,1,3,0,Executive,21322,5
0,49,Self Enquiry,3,23,Salaried,Female,4,Deluxe,3,Married,2,0,4,1,Manager,25117,5
0,30,Self Enquiry,1,16,Salaried,Male,2,Basic,3,Married,8,0,5,1,Executive,21129,5
0,34,Self Enquiry,3,15,Salaried,Male,4,Deluxe,5,Married,4,0,5,1,Manager,25070,4
1,31,Self Enquiry,3,7,Salaried,Male,5,Deluxe,5,Married,3,0,4,1,Manager,28392,6
0,39,Company Invited,2,17,Salaried,Male,4,Deluxe,3,Married,5,0,3,0,Manager,24755,7
0,36,Self Enquiry,1,7,Small Business,Male,5,Basic,5,Unmarried,3,0,1,0,Executive,21128,7
0,31,Self Enquiry,3,36,Large Business,Male,4,Standard,4,Married,5,0,4,0,Senior Manager,27928,5
1,36,Self Enquiry,1,9,Salaried,Female,4,Basic,5,Married,3,1,1,1,Executive,20752,6
1,54,Self Enquiry,1,9,Large Business,Female,5,Standard,3,Married,2,0,5,1,Senior Manager,28847,7
1,39,Self Enquiry,1,9,Small Business,Male,4,Deluxe,4,Married,6,0,4,0,Manager,23533,4
0,33,Company Invited,1,7,Large Business,Male,4,Deluxe,5,Married,6,0,4,1,Manager,22765,7
0,49,Self Enquiry,1,22,Salaried,Female,4,Basic,5,Married,2,0,1,1,Executive,21045,5
0,35,Self Enquiry,1,14,Small Business,Male,4,Basic,3,Unmarried,3,0,1,0,Executive,21650,5
0,56,Self Enquiry,3,33,Small Business,Male,5,King,3,Married,3,0,3,1,VP,38264,5
0,35,Self Enquiry,1,7,Salaried,Male,4,Deluxe,3,Married,2,0,4,1,Manager,24162,4
0,27,Self Enquiry,1,10,Salaried,Female,4,Basic,3,Married,3,0,3,1,Executive,20739,5
0,39,Self Enquiry,3,21,Salaried,Male,4,Deluxe,4,Married,2,0,5,1,Manager,28602,7
0,39,Self Enquiry,3,23,Salaried,Female,4,Deluxe,4,Unmarried,4,0,1,0,Manager,22876,4
0,37,Self Enquiry,3,7,Salaried,Female,4,Deluxe,3,Unmarried,8,0,1,1,Manager,25493,6
0,30,Self Enquiry,1,10,Small Business,Male,4,Basic,5,Unmarried,3,1,3,0,Executive,23401,5
0,36,Self Enquiry,1,17,Small Business,Female,4,Deluxe,3,Unmarried,5,1,1,1,Manager,24820,4
0,40,Self Enquiry,3,13,Small Business,Male,2,Standard,3,Married,4,0,4,1,Senior Manager,26915,5
0,30,Company Invited,1,9,Salaried,Male,4,Deluxe,3,Married,3,0,3,0,Manager,27531,4
0,51,Self Enquiry,3,6,Small Business,Male,4,King,3,Married,3,1,5,0,VP,38009,5
0,24,Self Enquiry,1,17,Large Business,Male,2,Basic,3,Married,4,0,1,1,Executive,20751,4
0,37,Company Invited,1,13,Salaried,Male,2,Deluxe,5,Married,5,1,4,1,Manager,24240,6
0,43,Self Enquiry,1,16,Salaried,Male,5,King,3,Unmarried,2,0,1,1,VP,38291,6
0,36,Self Enquiry,1,35,Salaried,Male,2,Deluxe,3,Married,3,0,5,1,Manager,22085,4
0,35,Company Invited,1,17,Large Business,Male,5,Deluxe,3,Married,3,0,4,1,Manager,23741,6
0,41,Self Enquiry,3,21,Salaried,Female,4,Deluxe,5,Married,3,0,3,0,Manager,23317,5
0,44,Self Enquiry,1,34,Large Business,Male,2,Basic,4,Married,7,0,5,1,Executive,23554,5
0,36,Self Enquiry,1,14,Salaried,Male,5,Basic,3,Married,3,0,3,1,Executive,21368,5
0,47,Self Enquiry,3,7,Salaried,Male,2,Super Deluxe,5,Unmarried,3,0,4,1,AVP,36245,5
1,29,Self Enquiry,1,31,Small Business,Male,4,Basic,4,Married,3,1,1,0,Executive,21086,4
0,23,Company Invited,1,33,Salaried,Female,5,Basic,3,Married,3,1,3,0,Executive,21492,4
0,51,Company Invited,1,27,Small Business,Male,4,Super Deluxe,3,Married,4,1,4,1,AVP,29923,5
0,33,Self Enquiry,1,12,Salaried,Female,2,Basic,3,Married,5,0,5,1,Executive,21990,5
0,45,Self Enquiry,1,14,Small Business,Female,4,King,3,Married,3,1,4,1,VP,37727,5
0,31,Self Enquiry,1,14,Small Business,Male,5,Basic,4,Married,3,0,5,0,Executive,20819,4
0,46,Self Enquiry,1,12,Small Business,Female,6,Deluxe,5,Unmarried,3,1,3,1,Manager,24447,4
0,46,Company Invited,3,33,Small Business,Male,5,Deluxe,5,Married,3,0,3,0,Manager,23063,4
0,32,Company Invited,3,9,Salaried,Male,4,Deluxe,5,Unmarried,2,0,1,0,Manager,24010,4
0,37,Self Enquiry,1,19,Salaried,Female,4,Deluxe,3,Married,2,1,1,0,Manager,23341,7
0,35,Company Invited,1,17,Salaried,Male,2,Deluxe,3,Married,3,0,4,1,Manager,23402,4
0,50,Self Enquiry,1,32,Salaried,Female,4,Basic,5,Married,3,0,3,0,Executive,21889,4
0,40,Self Enquiry,1,17,Small Business,Male,4,Deluxe,5,Married,4,0,5,1,Manager,24055,7
0,28,Self Enquiry,1,26,Salaried,Male,5,Basic,5,Married,3,0,1,0,Executive,22744,5
0,36,Self Enquiry,1,25,Salaried,Male,2,Deluxe,5,Married,3,0,3,0,Manager,23886,5
0,29,Self Enquiry,1,34,Small Business,Female,6,Deluxe,5,Married,2,0,4,1,Manager,23886,4
0,22,Self Enquiry,1,12,Small Business,Male,4,Basic,3,Unmarried,3,0,1,1,Executive,21795,6
1,19,Company Invited,3,10,Small Business,Female,4,Basic,3,Unmarried,3,1,5,0,Executive,20247,6
0,48,Self Enquiry,2,33,Salaried,Female,4,King,3,Married,5,0,4,1,VP,38336,6
0,40,Self Enquiry,1,10,Small Business,Male,5,Deluxe,3,Married,2,0,4,0,Manager,21747,7
0,41,Self Enquiry,1,22,Salaried,Female,5,Standard,3,Married,3,0,1,1,Senior Manager,29113,6
0,36,Company Invited,1,15,Salaried,Female,4,Deluxe,3,Married,3,0,5,1,Manager,22826,5
0,38,Self Enquiry,1,26,Salaried,Male,4,Deluxe,3,Married,5,0,1,0,Manager,24446,4
0,40,Company Invited,1,11,Small Business,Female,4,Deluxe,3,Unmarried,2,0,3,1,Manager,23720,4
0,46,Self Enquiry,1,9,Salaried,Female,5,Deluxe,3,Married,3,0,4,1,Manager,24448,5
0,39,Self Enquiry,1,9,Small Business,Female,5,Standard,3,Married,5,1,5,1,Senior Manager,26434,5
1,36,Self Enquiry,3,17,Small Business,Male,5,Standard,5,Married,2,0,5,1,Senior Manager,28984,5
0,38,Self Enquiry,1,17,Small Business,Female,4,Basic,4,Married,3,0,1,1,Executive,22614,5
0,41,Self Enquiry,1,23,Salaried,Female,4,Standard,3,Unmarried,8,1,4,1,Senior Manager,26623,4
0,45,Company Invited,2,7,Salaried,Male,4,Deluxe,3,Married,6,1,5,1,Manager,24421,5
0,49,Company Invited,1,11,Small Business,Male,5,Super Deluxe,3,Married,4,0,5,1,AVP,33880,5
1,36,Self Enquiry,3,22,Small Business,Male,6,Deluxe,3,Married,8,1,1,1,Manager,24118,5
0,25,Company Invited,1,9,Large Business,Female,4,Basic,3,Unmarried,3,1,3,1,Executive,22438,5
0,28,Self Enquiry,1,15,Small Business,Female,2,Basic,3,Married,2,0,4,0,Executive,22195,4
0,28,Company Invited,1,9,Small Business,Male,4,Basic,3,Unmarried,4,0,3,0,Executive,21258,5
1,41,Self Enquiry,1,14,Salaried,Male,4,Basic,5,Unmarried,5,1,3,0,Executive,20844,6
0,30,Self Enquiry,3,17,Small Business,Male,5,Deluxe,3,Unmarried,2,0,4,1,Manager,24547,4
0,37,Self Enquiry,1,12,Salaried,Female,4,Standard,5,Married,6,0,4,1,Senior Manager,26686,5
0,26,Company Invited,1,9,Salaried,Male,2,Deluxe,3,Married,3,0,1,0,Manager,23884,6
0,40,Self Enquiry,1,19,Small Business,Male,4,Deluxe,4,Married,6,0,3,1,Manager,23973,6
0,50,Self Enquiry,1,29,Salaried,Female,4,Super Deluxe,4,Married,5,0,4,0,AVP,35091,5
0,51,Self Enquiry,1,24,Salaried,Female,5,Standard,5,Married,7,0,3,1,Senior Manager,31947,4
0,21,Self Enquiry,3,9,Small Business,Female,4,Basic,3,Unmarried,3,0,4,0,Executive,21461,4
0,35,Self Enquiry,1,10,Salaried,Female,4,Deluxe,4,Married,3,0,5,1,Manager,24111,7
0,37,Self Enquiry,1,14,Salaried,Male,4,Basic,4,Unmarried,4,0,1,0,Executive,20691,7
0,50,Self Enquiry,1,13,Salaried,Female,5,Super Deluxe,3,Married,4,1,5,1,AVP,32644,4
0,37,Company Invited,1,7,Small Business,Female,5,Deluxe,3,Married,2,0,5,1,Manager,23052,5
0,37,Self Enquiry,1,10,Salaried,Male,2,Deluxe,5,Married,8,0,1,1,Manager,25520,7
0,55,Self Enquiry,1,29,Small Business,Female,4,Super Deluxe,3,Married,3,0,1,1,AVP,36104,6
0,44,Self Enquiry,1,22,Salaried,Male,5,Super Deluxe,3,Married,3,0,3,1,AVP,36281,6
1,36,Company Invited,3,19,Salaried,Male,4,Deluxe,3,Unmarried,5,1,3,1,Manager,23259,4
0,39,Company Invited,1,7,Salaried,Male,4,Deluxe,3,Married,2,0,5,1,Manager,23413,4
0,30,Self Enquiry,3,12,Small Business,Male,5,Deluxe,4,Married,3,1,5,0,Manager,22865,4
0,34,Self Enquiry,3,9,Small Business,Male,4,Deluxe,3,Married,3,0,3,1,Manager,24183,6
0,33,Self Enquiry,1,9,Small Business,Male,4,Deluxe,4,Married,2,0,4,0,Manager,24148,5
0,32,Self Enquiry,3,12,Salaried,Female,4,Deluxe,3,Married,3,0,1,0,Manager,24154,7
0,50,Self Enquiry,1,23,Small Business,Female,4,Basic,5,Married,6,1,1,1,Executive,21265,6
0,39,Company Invited,1,9,Small Business,Female,5,Basic,4,Unmarried,3,0,1,1,Executive,21118,4
0,48,Self Enquiry,3,9,Salaried,Female,2,Super Deluxe,4,Married,8,0,1,0,AVP,34650,4
0,50,Self Enquiry,1,7,Salaried,Male,4,Super Deluxe,3,Unmarried,6,0,3,1,AVP,34057,4
0,42,Self Enquiry,3,30,Salaried,Male,4,Standard,3,Unmarried,5,1,3,0,Senior Manager,25760,7
0,21,Self Enquiry,3,16,Salaried,Male,4,Basic,5,Unmarried,3,0,1,0,Executive,21406,5
0,34,Company Invited,3,23,Salaried,Female,4,Deluxe,3,Married,3,1,1,0,Manager,24046,4
0,37,Self Enquiry,1,33,Salaried,Male,4,Deluxe,3,Married,8,0,3,1,Manager,24025,5
0,45,Self Enquiry,2,7,Salaried,Female,4,Basic,3,Married,6,1,3,1,Executive,21873,4
1,24,Self Enquiry,1,15,Small Business,Male,5,Basic,3,Unmarried,3,1,4,1,Executive,22667,7
0,39,Self Enquiry,1,11,Small Business,Female,4,Basic,3,Married,2,0,5,0,Executive,21984,4
0,54,Self Enquiry,1,31,Small Business,Male,2,Standard,3,Married,5,0,3,0,Senior Manager,25683,5
1,49,Company Invited,3,14,Small Business,Female,4,Basic,3,Married,4,1,4,1,Executive,21333,6
1,33,Self Enquiry,1,9,Salaried,Male,4,Basic,4,Unmarried,3,0,3,1,Executive,20071,6
0,27,Company Invited,1,14,Small Business,Male,4,Basic,3,Unmarried,3,0,4,1,Executive,21248,7
0,56,Self Enquiry,1,29,Large Business,Male,5,Basic,4,Married,7,0,1,1,Executive,22215,6
0,35,Self Enquiry,1,12,Small Business,Male,5,Deluxe,3,Married,3,0,4,1,Manager,22664,5
0,61,Self Enquiry,1,7,Small Business,Male,6,Standard,3,Married,5,0,5,0,Senior Manager,29561,5
0,34,Self Enquiry,1,28,Small Business,Male,2,Basic,4,Married,3,0,1,1,Executive,20706,6
0,38,Company Invited,3,7,Small Business,Male,6,Deluxe,3,Married,3,0,1,0,Manager,28203,5
0,35,Self Enquiry,1,26,Salaried,Female,5,Basic,3,Married,3,0,4,1,Executive,21607,5
1,24,Self Enquiry,3,14,Salaried,Male,4,Basic,3,Married,3,1,1,1,Executive,20953,4
0,45,Self Enquiry,1,9,Salaried,Female,2,Standard,3,Married,3,1,4,1,Senior Manager,26557,5
0,36,Company Invited,1,9,Small Business,Male,5,Basic,3,Unmarried,2,1,3,1,Executive,23608,5
0,44,Self Enquiry,3,9,Small Business,Male,4,Deluxe,3,Married,3,1,3,0,Manager,26525,5
0,25,Self Enquiry,1,16,Small Business,Male,2,Basic,3,Married,3,0,1,0,Executive,23079,5
0,42,Self Enquiry,3,13,Small Business,Male,4,Standard,3,Unmarried,3,0,5,1,Senior Manager,27919,4
0,30,Self Enquiry,1,16,Small Business,Female,4,Basic,3,Married,2,0,5,1,Executive,21652,5
0,37,Self Enquiry,3,9,Salaried,Female,4,Deluxe,3,Unmarried,5,0,4,1,Manager,23180,5
0,46,Company Invited,1,7,Salaried,Male,5,Standard,3,Married,5,0,1,1,Senior Manager,29426,7
1,25,Self Enquiry,2,29,Salaried,Male,6,Basic,3,Married,3,0,1,0,Executive,20233,5
1,48,Company Invited,3,16,Salaried,Male,6,Super Deluxe,3,Married,2,0,5,1,AVP,31614,5
0,27,Self Enquiry,1,24,Small Business,Male,6,Basic,3,Married,3,0,3,0,Executive,20983,7
0,46,Self Enquiry,1,35,Large Business,Female,5,Super Deluxe,4,Unmarried,3,0,3,1,AVP,35382,4
0,33,Company Invited,1,17,Salaried,Male,4,Basic,3,Married,8,0,1,0,Executive,22111,4
0,32,Self Enquiry,1,9,Salaried,Male,4,Basic,3,Married,3,0,5,0,Executive,22155,7
0,42,Company Invited,2,11,Salaried,Male,6,Deluxe,4,Married,8,0,5,0,Manager,25108,5
0,41,Self Enquiry,1,15,Salaried,Female,4,Deluxe,5,Married,4,1,1,0,Manager,25194,5
0,25,Self Enquiry,1,36,Small Business,Male,4,Basic,5,Married,3,0,4,1,Executive,22585,6
0,47,Self Enquiry,1,20,Salaried,Male,4,Deluxe,4,Unmarried,8,0,4,1,Manager,24240,4
0,36,Self Enquiry,1,34,Salaried,Male,4,Deluxe,3,Married,4,0,5,0,Manager,25561,5
0,31,Self Enquiry,1,23,Salaried,Male,4,Basic,3,Married,3,0,1,0,Executive,21540,4
0,48,Company Invited,3,9,Small Business,Male,4,Deluxe,4,Married,2,0,1,0,Manager,23656,5
0,47,Self Enquiry,3,9,Salaried,Male,4,Standard,3,Married,6,1,3,0,Senior Manager,29046,7
1,37,Self Enquiry,3,20,Small Business,Male,5,Deluxe,5,Married,7,1,1,1,Manager,24812,5
1,33,Self Enquiry,3,7,Salaried,Male,6,Deluxe,4,Unmarried,8,0,3,0,Manager,25413,5
0,24,Self Enquiry,1,11,Small Business,Female,4,Basic,4,Unmarried,3,0,3,1,Executive,21973,5
0,32,Company Invited,1,31,Large Business,Female,4,Deluxe,3,Unmarried,4,0,1,1,Manager,23916,3
0,40,Company Invited,1,7,Salaried,Male,4,Deluxe,3,Married,3,1,5,1,Manager,25150,7
0,33,Self Enquiry,3,26,Salaried,Male,6,Standard,3,Married,5,0,3,1,Senior Manager,28288,7
0,41,Self Enquiry,3,14,Small Business,Male,4,King,3,Unmarried,3,0,4,1,VP,38511,5
0,46,Self Enquiry,2,11,Salaried,Female,6,Standard,3,Married,6,0,1,1,Senior Manager,28434,5
0,31,Company Invited,1,9,Large Business,Female,5,Basic,5,Unmarried,2,0,3,0,Executive,23646,6
0,25,Company Invited,2,17,Small Business,Male,4,Basic,3,Married,2,0,4,1,Executive,20823,5
1,31,Company Invited,2,15,Salaried,Female,5,Basic,3,Married,8,0,5,1,Executive,20858,7
0,32,Self Enquiry,3,12,Large Business,Male,4,Deluxe,3,Married,3,0,5,0,Manager,27024,5
0,28,Self Enquiry,1,15,Small Business,Female,4,Basic,3,Unmarried,3,0,4,1,Executive,22123,7
1,30,Self Enquiry,3,16,Small Business,Female,6,Basic,4,Unmarried,3,0,1,1,Executive,21438,5
0,30,Company Invited,1,7,Salaried,Male,2,Deluxe,3,Unmarried,2,1,3,0,Manager,24972,6
0,31,Self Enquiry,3,22,Small Business,Male,5,Standard,5,Married,4,0,1,0,Senior Manager,25818,7
0,35,Self Enquiry,1,9,Small Business,Male,2,Basic,3,Married,2,1,1,0,Executive,21610,6
0,34,Company Invited,3,9,Small Business,Female,4,Deluxe,4,Unmarried,2,0,1,0,Manager,23825,5
0,50,Self Enquiry,3,18,Small Business,Female,4,Deluxe,3,Unmarried,5,0,4,0,Manager,23185,6
1,34,Self Enquiry,3,23,Salaried,Female,4,Standard,5,Unmarried,4,1,5,0,Senior Manager,27242,5
0,39,Company Invited,1,9,Small Business,Female,5,Basic,4,Married,6,0,3,0,Executive,21146,5
1,32,Self Enquiry,3,23,Small Business,Male,4,Standard,3,Married,4,0,5,1,Senior Manager,26839,5
0,30,Self Enquiry,1,11,Large Business,Female,5,Basic,5,Married,3,0,4,0,Executive,20787,5
0,31,Self Enquiry,1,23,Salaried,Male,2,Deluxe,3,Married,5,0,1,1,Manager,23972,4
0,33,Company Invited,1,12,Large Business,Male,4,Basic,4,Unmarried,4,0,3,1,Executive,21396,6
0,39,Self Enquiry,1,25,Small Business,Male,6,Deluxe,3,Married,5,1,5,0,Manager,24489,5
1,44,Company Invited,1,24,Large Business,Male,5,Basic,3,Married,2,1,5,1,Executive,21115,5
0,43,Self Enquiry,1,19,Small Business,Male,4,Basic,4,Married,2,0,1,1,Executive,21444,5
0,56,Self Enquiry,1,9,Small Business,Male,5,King,5,Married,3,0,5,0,VP,37716,5
0,34,Company Invited,1,11,Large Business,Male,4,Deluxe,4,Married,7,0,1,0,Manager,21733,4
0,42,Self Enquiry,1,16,Salaried,Male,4,Basic,5,Married,3,0,5,1,Executive,20967,6
0,35,Company Invited,3,17,Salaried,Male,4,Deluxe,3,Married,3,1,1,1,Manager,22679,5
0,54,Company Invited,1,7,Small Business,Female,5,Super Deluxe,3,Married,6,1,1,0,AVP,31643,4
0,44,Self Enquiry,2,9,Salaried,Male,4,Basic,3,Unmarried,2,0,1,0,Executive,22217,5
0,35,Self Enquiry,3,10,Salaried,Female,6,Deluxe,3,Unmarried,7,0,1,1,Manager,24707,4
1,22,Self Enquiry,3,14,Small Business,Male,4,Basic,4,Unmarried,3,0,5,1,Executive,21357,5
0,39,Self Enquiry,1,13,Salaried,Female,5,Basic,3,Married,3,0,3,0,Executive,22380,5
1,23,Self Enquiry,1,15,Small Business,Female,4,Basic,5,Married,3,1,3,0,Executive,21076,6
0,32,Self Enquiry,3,36,Small Business,Female,5,Deluxe,3,Married,3,0,3,1,Manager,24146,5
0,52,Self Enquiry,1,10,Large Business,Female,4,Standard,3,Married,4,0,4,1,Senior Manager,31794,5
0,38,Self Enquiry,3,16,Small Business,Male,5,Deluxe,4,Married,3,0,4,0,Manager,22867,5
0,47,Self Enquiry,1,9,Small Business,Male,4,King,3,Married,3,1,1,1,VP,38006,5
0,37,Self Enquiry,1,17,Salaried,Male,4,Standard,5,Married,2,1,5,1,Senior Manager,26999,5
1,45,Company Invited,1,7,Small Business,Male,4,Basic,4,Married,3,1,3,1,Executive,21020,5
0,38,Self Enquiry,2,15,Salaried,Male,4,Deluxe,4,Married,4,0,3,1,Manager,22749,5
1,36,Self Enquiry,3,34,Salaried,Male,4,Deluxe,3,Unmarried,3,1,5,0,Manager,24491,4
0,34,Self Enquiry,1,15,Salaried,Male,2,Basic,5,Married,8,0,3,1,Executive,21821,5
0,29,Self Enquiry,1,7,Salaried,Male,4,Basic,3,Married,3,0,1,0,Executive,20722,4
0,40,Self Enquiry,1,17,Small Business,Male,4,Standard,3,Unmarried,2,0,3,1,Senior Manager,32142,5
0,47,Company Invited,3,33,Salaried,Male,5,Deluxe,4,Unmarried,2,0,4,1,Manager,26669,7
0,41,Self Enquiry,1,9,Salaried,Female,4,Basic,5,Married,6,0,4,1,Executive,22055,5
0,43,Self Enquiry,1,20,Small Business,Male,2,Deluxe,5,Married,7,0,4,1,Manager,24216,5
0,36,Company Invited,1,9,Small Business,Male,4,Deluxe,3,Married,4,0,3,0,Manager,24440,5
0,39,Company Invited,2,9,Salaried,Male,4,Basic,4,Married,7,0,3,1,Executive,21270,7
1,35,Company Invited,1,16,Salaried,Male,4,Deluxe,5,Married,6,0,3,0,Manager,24024,6
1,38,Self Enquiry,1,17,Small Business,Male,4,Deluxe,5,Unmarried,3,0,4,0,Manager,22891,4
0,40,Company Invited,3,27,Salaried,Male,4,Deluxe,3,Married,4,0,3,1,Manager,22805,4
0,44,Company Invited,1,16,Salaried,Male,4,Basic,3,Unmarried,6,0,3,0,Executive,21116,5
0,42,Self Enquiry,1,12,Salaried,Male,2,Deluxe,4,Unmarried,5,0,5,1,Manager,25548,4
0,42,Self Enquiry,3,11,Small Business,Female,4,Standard,3,Married,2,1,1,0,Senior Manager,29125,5
0,31,Self Enquiry,1,17,Small Business,Female,4,Standard,3,Unmarried,2,0,4,0,Senior Manager,28345,5
1,27,Self Enquiry,2,27,Small Business,Female,4,Basic,4,Married,2,1,3,0,Executive,20826,6
1,47,Self Enquiry,1,28,Small Business,Female,4,Deluxe,4,Married,6,0,3,1,Manager,27604,7
0,41,Self Enquiry,1,7,Salaried,Female,4,Deluxe,3,Married,6,0,3,0,Manager,25191,5
0,35,Self Enquiry,3,15,Large Business,Male,2,Deluxe,3,Married,3,0,1,0,Manager,25477,7
0,59,Company Invited,3,9,Small Business,Male,4,Super Deluxe,4,Married,6,0,4,1,AVP,21383,4
0,36,Self Enquiry,1,30,Small Business,Male,6,Basic,3,Married,2,0,1,1,Executive,21383,5
0,48,Self Enquiry,1,11,Salaried,Female,5,Standard,4,Married,2,1,4,1,Senior Manager,29011,7
0,41,Self Enquiry,1,19,Salaried,Female,4,Deluxe,5,Married,4,0,1,1,Manager,23126,5
0,55,Self Enquiry,1,14,Small Business,Female,4,Deluxe,3,Married,6,0,3,1,Manager,25532,6
0,32,Company Invited,3,14,Small Business,Female,4,Standard,5,Married,4,0,1,1,Senior Manager,28315,7
0,29,Self Enquiry,1,7,Small Business,Female,4,Basic,5,Married,3,0,1,1,Executive,22269,5
0,39,Self Enquiry,3,9,Small Business,Female,6,Deluxe,3,Married,4,1,3,0,Manager,24083,5
0,27,Self Enquiry,3,17,Small Business,Male,4,Deluxe,3,Unmarried,3,0,1,0,Manager,23362,4
0,59,Company Invited,1,22,Salaried,Male,4,Super Deluxe,3,Married,4,1,1,1,AVP,34465,4
0,19,Company Invited,1,21,Small Business,Female,4,Basic,3,Unmarried,3,0,5,1,Executive,20192,4
1,32,Self Enquiry,2,25,Salaried,Male,2,Basic,5,Married,2,0,1,1,Executive,21634,4
1,30,Self Enquiry,2,20,Salaried,Male,5,Basic,5,Married,6,1,5,1,Executive,21013,5
0,46,Company Invited,3,9,Salaried,Female,4,Deluxe,3,Married,6,0,1,1,Manager,23832,7
0,37,Self Enquiry,1,9,Salaried,Female,4,Deluxe,4,Married,6,1,4,0,Manager,25640,5
0,44,Company Invited,3,9,Salaried,Male,4,Deluxe,3,Married,3,0,3,1,Manager,24353,7
0,28,Company Invited,1,12,Salaried,Female,4,Basic,3,Unmarried,2,1,1,1,Executive,21057,5
0,30,Company Invited,1,27,Small Business,Male,4,Basic,3,Married,3,0,3,1,Executive,22490,5
0,33,Company Invited,3,17,Small Business,Male,4,Deluxe,3,Unmarried,2,0,3,1,Manager,23326,6
0,43,Company Invited,1,17,Large Business,Male,4,Basic,3,Married,5,0,4,1,Executive,21614,4
0,48,Self Enquiry,1,16,Salaried,Female,4,Basic,3,Unmarried,6,0,3,1,Executive,20783,5
0,47,Self Enquiry,1,9,Salaried,Male,4,Standard,3,Married,5,0,1,1,Senior Manager,27256,5
0,29,Company Invited,2,7,Salaried,Male,4,Basic,3,Married,3,0,4,0,Executive,21384,5
0,30,Self Enquiry,1,36,Salaried,Male,6,Deluxe,3,Married,2,0,5,1,Manager,25062,7
0,43,Self Enquiry,1,15,Salaried,Male,4,Basic,3,Unmarried,6,0,1,1,Executive,22646,5
1,33,Self Enquiry,3,9,Small Business,Male,5,Deluxe,4,Unmarried,2,1,1,1,Manager,28585,4
0,47,Self Enquiry,3,10,Large Business,Female,2,Super Deluxe,5,Married,4,0,3,1,AVP,31903,4
0,28,Self Enquiry,3,30,Small Business,Female,5,Deluxe,3,Married,3,0,1,1,Manager,22218,5
0,30,Self Enquiry,2,13,Small Business,Male,5,Basic,4,Married,3,0,3,1,Executive,21482,5
0,44,Self Enquiry,1,13,Small Business,Female,5,King,3,Married,3,0,3,1,VP,38070,5
0,49,Self Enquiry,1,17,Salaried,Male,5,King,3,Married,6,0,3,1,VP,38343,6
1,30,Company Invited,1,31,Salaried,Male,5,Basic,3,Unmarried,3,1,3,1,Executive,21117,7
1,47,Self Enquiry,3,17,Salaried,Female,4,Standard,4,Married,7,0,1,0,Senior Manager,25992,7
0,28,Company Invited,1,22,Salaried,Female,5,Basic,5,Married,2,0,4,1,Executive,23452,5
0,40,Self Enquiry,1,26,Salaried,Male,4,Deluxe,3,Married,2,0,5,1,Manager,22580,4
0,56,Self Enquiry,1,9,Large Business,Male,5,Basic,3,Married,2,0,5,0,Executive,21340,5
0,29,Self Enquiry,3,10,Small Business,Female,4,Basic,4,Married,3,0,1,1,Executive,21534,5
1,31,Self Enquiry,3,13,Small Business,Male,4,Basic,3,Unmarried,3,0,5,0,Executive,19759,4
1,23,Self Enquiry,1,14,Salaried,Male,4,Basic,4,Unmarried,3,1,3,1,Executive,21150,5
0,37,Self Enquiry,3,17,Large Business,Female,5,Deluxe,3,Married,3,1,1,1,Manager,24351,7
0,32,Self Enquiry,1,27,Salaried,Male,4,Deluxe,3,Married,3,0,5,0,Manager,22875,4
0,35,Self Enquiry,3,11,Salaried,Male,4,Standard,3,Married,4,1,4,0,Senior Manager,28391,7
0,30,Self Enquiry,1,14,Salaried,Male,4,Basic,5,Unmarried,5,0,4,0,Executive,20740,4
0,38,Self Enquiry,1,14,Small Business,Male,4,Deluxe,5,Married,7,1,3,0,Manager,22962,5
0,36,Self Enquiry,1,23,Salaried,Female,5,Deluxe,4,Married,2,1,1,1,Manager,23466,5
0,46,Self Enquiry,1,32,Salaried,Female,5,Deluxe,3,Married,2,0,4,0,Manager,24584,5
0,37,Company Invited,2,9,Salaried,Male,5,Deluxe,3,Unmarried,3,0,3,1,Manager,22564,5
